No.,nombre,calle,Latitud,Longitud,tipo,Bloque,24h,Horario,Moneda,Precio,Precio hora pico,dias,parqueos
1,Deposito 1,CPS Piantini,18.457605,-69.9472679,Privado,TBD,si,,DOP,4000,400.00,1,10
